locality,property_type,area_sqft,bedrooms,bathrooms,balconies,age_years,floor,total_floors,parking,furnishing,facing,gym,swimming_pool,security,power_backup,lift,price
Chandanagar,Apartment,1150,2,1,2,0,2,12,1,Semi-Furnished,North-East,0,0,1,1,1,5748000
Miyapur,Apartment,1190,2,1,2,0,4,7,1,Semi-Furnished,East,1,0,1,1,1,5355000
Serilingampally,Apartment,1636,3,2,2,0,6,12,1,Fully Furnished,North,1,1,1,1,1,14800000
Serilingampally,Apartment,1502,3,2,2,0,8,10,1,Fully Furnished,East,1,1,1,1,1,13600000
Serilingampally,Apartment,1646,3,2,2,0,4,7,1,Fully Furnished,West,1,1,1,1,1,14900000
Serilingampally,Apartment,1950,3,2,2,0,2,12,1,Fully Furnished,North,1,1,1,1,1,17700000
Serilingampally,Apartment,1686,3,2,2,0,3,5,1,Fully Furnished,East,1,1,1,1,1,15300000
Serilingampally,Apartment,1887,3,2,2,0,2,12,1,Fully Furnished,West,1,1,1,1,1,17100000
Serilingampally,Apartment,1893,3,2,2,0,2,7,1,Fully Furnished,East,1,1,1,1,1,17200000
Serilingampally,Apartment,1497,3,2,2,0,6,15,1,Fully Furnished,West,1,1,1,1,1,13600000
Serilingampally,Apartment,1891,3,2,2,0,2,7,1,Fully Furnished,North,1,1,1,1,1,17200000
Serilingampally,Apartment,1498,3,2,2,0,8,15,1,Fully Furnished,West,1,1,1,1,1,13600000
Serilingampally,Apartment,1585,3,2,2,0,2,10,1,Fully Furnished,North-East,1,1,1,1,1,14400000
Serilingampally,Apartment,1857,3,2,2,0,8,10,1,Fully Furnished,North,1,1,1,1,1,16800000
Serilingampally,Apartment,1864,3,2,2,0,8,10,1,Fully Furnished,West,1,1,1,1,1,16900000
Bachupally,Apartment,1440,3,2,2,0,11,12,1,Semi-Furnished,East,1,0,1,1,1,6909999
Bachupally,Apartment,1335,2,1,2,0,3,5,1,Semi-Furnished,North,1,0,1,1,1,6406000
Chandanagar,Apartment,1600,3,2,2,0,1,12,1,Semi-Furnished,South,0,0,1,1,1,7678000
Ameenpur,Apartment,1150,2,1,2,0,5,12,1,Semi-Furnished,East,0,0,1,1,1,5518000
Miyapur,Apartment,1720,3,2,2,4,3,5,1,Semi-Furnished,South,0,0,1,1,1,7540000
Miyapur,Apartment,1650,3,2,2,4,9,12,1,Semi-Furnished,East,0,0,1,1,1,6540000
Ameenpur,Apartment,1290,2,1,2,4,1,15,1,Semi-Furnished,North-East,0,0,1,1,1,5460000
Hayathnagar,Independent House,1600,3,2,2,4,0,1,1,Semi-Furnished,East,1,0,1,1,0,6700000
Chandanagar,Apartment,1150,2,1,2,0,10,20,1,Semi-Furnished,North-East,0,0,1,1,1,5518000
Ameenpur,Apartment,1600,3,2,2,0,8,12,1,Semi-Furnished,North,1,0,1,1,1,7678000
Nanakramguda,Apartment,2270,3,2,2,0,4,12,1,Fully Furnished,East,1,1,1,1,1,17200000
Miyapur,Apartment,1210,2,1,2,0,14,15,1,Semi-Furnished,East,0,0,1,1,1,6895000
Miyapur,Apartment,1940,3,2,2,0,4,12,1,Fully Furnished,West,1,1,1,1,1,11000000
Miyapur,Apartment,1715,3,2,2,0,6,10,1,Fully Furnished,North-West,1,1,1,1,1,9773000
Miyapur,Apartment,1625,3,2,2,0,4,12,1,Fully Furnished,East,1,1,1,1,1,9260000
Miyapur,Apartment,1495,2,1,2,0,2,7,1,Fully Furnished,East,1,1,1,1,1,8520000
Miyapur,Apartment,1330,2,1,2,0,2,12,1,Semi-Furnished,North,1,0,1,1,1,7579000
Ameenpur,Apartment,1150,2,1,2,0,2,7,1,Semi-Furnished,North,1,0,1,1,1,5518000
Ameenpur,Apartment,1150,2,1,2,0,9,15,1,Semi-Furnished,North,1,0,1,1,1,5518000
Ameenpur,Apartment,1600,3,2,2,0,9,15,1,Semi-Furnished,North,0,0,1,1,1,7678000
Beeramguda,Independent House,1600,4,3,2,4,0,1,1,Fully Furnished,South,0,1,1,1,0,10100000
Beeramguda,Independent House,1800,4,3,2,4,1,2,1,Fully Furnished,North,1,1,1,1,0,10700000
Beeramguda,Independent House,2500,4,3,2,4,1,3,1,Fully Furnished,North-East,1,1,1,1,0,13500000
Beeramguda,Independent House,1250,2,1,2,4,1,3,1,Fully Furnished,East,0,1,1,1,0,10800000
Beeramguda,Independent House,1050,4,3,2,4,1,2,1,Fully Furnished,North,1,1,1,1,0,11000000
Beeramguda,Independent House,2500,4,3,2,4,0,2,1,Fully Furnished,East,0,0,1,1,0,14200000
Beeramguda,Independent House,1250,3,2,2,4,1,3,1,Semi-Furnished,North,0,0,1,1,0,7500000
Beeramguda,Independent House,1850,4,3,2,4,0,2,1,Fully Furnished,South,1,1,1,1,0,13700000
Beeramguda,Independent House,2500,4,3,2,4,0,2,1,Fully Furnished,North,0,1,1,1,0,15000000
Beeramguda,Independent House,2100,4,3,2,4,0,2,1,Fully Furnished,East,1,1,1,1,0,15000000
Indresham,Independent House,1250,2,1,2,4,0,2,1,Fully Furnished,East,0,1,1,1,0,9000000
Indresham,Independent House,1250,2,1,2,4,0,1,1,Fully Furnished,East,0,1,1,1,0,9500000
Indresham,Independent House,1250,2,1,2,4,0,1,1,Fully Furnished,North,0,0,1,1,0,9000000
Indresham,Independent House,1250,2,1,2,4,0,1,1,Fully Furnished,North-East,1,0,1,1,0,8000000
Indresham,Independent House,1250,2,1,2,4,0,2,1,Fully Furnished,East,0,0,1,1,0,8800000
Indresham,Independent House,1250,2,1,2,4,1,3,1,Fully Furnished,South,1,1,1,1,0,8500000
Indresham,Independent House,1250,2,1,2,4,1,3,1,Fully Furnished,North-East,1,0,1,1,0,8600000
Muthangi,Independent House,1350,2,1,2,4,0,1,1,Fully Furnished,North,0,0,1,1,0,8200000
Muthangi,Independent House,1400,2,1,2,4,0,1,1,Fully Furnished,North,0,1,1,1,0,8400000
Muthangi,Independent House,1350,2,1,2,4,0,2,1,Fully Furnished,South,0,0,1,1,0,8400000
Beeramguda,Independent House,2600,4,3,2,4,1,3,1,Fully Furnished,East,0,0,1,1,0,15000000
Beeramguda,Independent House,2600,4,3,2,4,1,2,1,Fully Furnished,East,1,1,1,1,0,14500000
Beeramguda,Independent House,2300,4,3,2,4,0,1,1,Fully Furnished,East,0,0,1,1,0,15500000
Beeramguda,Independent House,2200,4,3,2,4,1,2,1,Fully Furnished,North-West,0,1,1,1,0,13500000
Beeramguda,Independent House,2500,4,3,2,4,1,2,1,Fully Furnished,North-East,1,0,1,1,0,17000000
Beeramguda,Independent House,1850,4,3,2,4,0,2,1,Fully Furnished,South,0,1,1,1,0,13700000
Beeramguda,Independent House,2100,4,3,2,4,0,1,1,Fully Furnished,East,1,1,1,1,0,15000000
Beeramguda,Independent House,2200,4,3,2,4,1,2,1,Fully Furnished,West,0,0,1,1,0,15000000
Beeramguda,Independent House,2300,4,3,2,4,1,2,1,Fully Furnished,East,0,1,1,1,0,15000000
Muthangi,Independent House,1300,2,1,2,4,0,1,1,Semi-Furnished,East,1,0,1,1,0,7600000
Muthangi,Independent House,1350,2,1,2,4,0,1,1,Fully Furnished,North,0,0,1,1,0,8200000
Muthangi,Independent House,1350,2,1,2,4,0,1,1,Fully Furnished,North-West,0,0,1,1,0,8300000
Muthangi,Independent House,1350,2,1,2,4,0,2,1,Fully Furnished,North-East,0,1,1,1,0,8200000
Muthangi,Independent House,1400,2,1,2,4,1,2,1,Fully Furnished,South,0,0,1,1,0,8400000
Muthangi,Independent House,1350,2,1,2,4,0,2,1,Fully Furnished,East,1,0,1,1,0,8400000
Muthangi,Independent House,1350,2,1,2,4,0,1,1,Fully Furnished,East,0,0,1,1,0,8000000
Muthangi,Independent House,1350,2,1,2,4,1,2,1,Fully Furnished,West,0,1,1,1,0,8500000
Muthangi,Independent House,1350,2,1,2,4,0,2,1,Fully Furnished,South,1,0,1,1,0,8300000
Muthangi,Independent House,1250,2,1,2,4,0,1,1,Fully Furnished,South,1,0,1,1,0,9500000
Muthangi,Independent House,1350,2,1,2,4,1,2,1,Fully Furnished,West,1,0,1,1,0,8000000
Attapur,Apartment,950,2,1,2,4,1,5,1,Semi-Furnished,West,1,0,1,1,1,5150000
Attapur,Apartment,1183,2,1,2,4,7,12,1,Semi-Furnished,East,1,0,1,1,1,6509999
Attapur,Apartment,1593,3,2,2,4,9,12,1,Fully Furnished,East,1,1,1,1,1,8761000
Bowrampet,Apartment,1000,2,1,2,0,2,12,1,Unfurnished,West,0,0,1,1,1,2500000
Saidabad Colony Road,Independent House,2403,5,4,2,4,1,3,1,Fully Furnished,East,1,1,1,1,0,27500000
Miyapur,Apartment,1950,3,2,2,0,9,15,1,Semi-Furnished,West,1,0,1,1,1,4799000
Ahmed Colony Hyderabad,Apartment,900,2,1,2,4,1,7,1,Semi-Furnished,West,1,0,1,1,1,5400000
Ahilya Nagar,Apartment,1100,2,1,2,4,5,10,1,Semi-Furnished,East,0,0,1,1,1,5800000
Jubilee Hills,Independent House,6084,4,3,2,4,0,2,1,Fully Furnished,East,0,1,1,1,0,200000000
Alkapur Township,Apartment,800,2,1,2,0,16,20,1,Semi-Furnished,North,0,0,1,1,1,4000000
7 Tombs Road,Apartment,1460,3,2,2,4,6,12,1,Semi-Furnished,West,0,0,1,1,1,5600000
Manikonda,Apartment,1460,3,2,2,4,8,12,1,Semi-Furnished,East,1,0,1,1,1,5600000
Janachaitanya Colony,Apartment,1302,3,2,2,0,4,15,1,Semi-Furnished,East,1,0,1,1,1,5800000
Janachaitanya Colony,Apartment,1302,3,2,2,0,13,15,1,Semi-Furnished,North,1,0,1,1,1,5800000
Tukkuguda,Villa,2500,3,2,2,0,0,2,2,Fully Furnished,South,1,1,1,1,0,8900000
Attapur,Apartment,990,2,1,2,4,4,20,1,Semi-Furnished,East,1,0,1,1,1,7500000
Triveninagar,Apartment,1100,2,1,2,4,12,15,1,Semi-Furnished,North,1,0,1,1,1,5000000
Bachupally,Apartment,1090,2,1,2,4,12,24,1,Semi-Furnished,East,1,0,1,1,1,4800000
Puppalaguda,Apartment,1180,2,1,2,4,8,12,1,Semi-Furnished,North,0,0,1,1,1,7500000
Flamingo,Apartment,900,2,1,2,4,1,12,1,Semi-Furnished,East,1,0,1,1,1,7900000
First Lancer Road,Apartment,1190,2,1,2,4,11,20,1,Semi-Furnished,South,1,0,1,1,1,6900000
Gajularamaram,Independent House,1900,2,1,2,4,0,1,1,Fully Furnished,North-West,0,0,1,1,0,13000000
Gandipet,Apartment,1100,2,1,2,4,6,7,1,Semi-Furnished,North-East,0,0,1,1,1,7800000
Gachibowli,Apartment,1290,2,1,2,4,5,15,1,Fully Furnished,North,1,1,1,1,1,12000000
Friends Colony Bandam Kommu,Apartment,1100,2,1,2,4,5,10,1,Semi-Furnished,West,1,0,1,1,1,6900000
Friends Colony Jawahar Colony,Apartment,1210,2,1,2,4,13,15,1,Semi-Furnished,South,0,0,1,1,1,6900000
Friends Colony Sai Nagar,Apartment,1090,2,1,2,4,8,12,1,Semi-Furnished,South,1,0,1,1,1,6900000
Gachibowli,Apartment,1259,2,1,2,4,17,20,1,Fully Furnished,East,1,1,1,1,1,8812000
Kollur,Apartment,1430,3,2,2,0,2,7,1,Fully Furnished,North-East,1,1,1,1,1,8578000
Gachibowli,Apartment,1572,3,2,2,4,3,5,1,Fully Furnished,West,1,1,1,1,1,11000000
Gachibowli,Apartment,1854,3,2,2,4,1,12,1,Fully Furnished,East,1,1,1,1,1,12900000
Gachibowli,Apartment,1048,2,1,2,4,11,20,1,Semi-Furnished,East,1,0,1,1,1,7334999
Gachibowli,Apartment,1384,3,2,2,4,6,20,1,Fully Furnished,East,1,1,1,1,1,9687000
Gachibowli,Apartment,1730,3,2,2,4,7,15,1,Fully Furnished,North,1,1,1,1,1,12100000
Gachibowli,Apartment,1115,3,2,2,4,1,15,1,Semi-Furnished,East,1,0,1,1,1,7804000
Gachibowli,Apartment,1754,3,2,2,4,10,12,1,Fully Furnished,East,1,1,1,1,1,12200000
Gachibowli,Apartment,1707,3,2,2,4,10,20,1,Fully Furnished,East,1,1,1,1,1,11900000
Gachibowli,Apartment,1841,3,2,2,4,14,15,1,Fully Furnished,North,1,1,1,1,1,12800000
Gachibowli,Apartment,1325,2,1,2,4,5,12,1,Fully Furnished,South,1,1,1,1,1,9274000
Gachibowli,Apartment,1912,3,2,2,4,5,10,1,Fully Furnished,West,1,1,1,1,1,13300000
Gachibowli,Apartment,1669,3,2,2,4,7,10,1,Fully Furnished,East,1,1,1,1,1,11600000
Gachibowli,Apartment,1569,3,2,2,4,4,12,1,Fully Furnished,East,1,1,1,1,1,10900000
Gachibowli,Apartment,1147,2,1,2,4,12,15,1,Fully Furnished,North-East,1,1,1,1,1,8028000
Gachibowli,Apartment,1143,2,1,2,4,3,5,1,Fully Furnished,North,1,0,1,1,1,8000000
Gachibowli,Apartment,1098,2,1,2,4,13,15,1,Semi-Furnished,West,0,0,1,1,1,7684999
Gachibowli,Apartment,1564,2,1,2,4,15,24,1,Fully Furnished,East,1,1,1,1,1,10900000
Gachibowli,Apartment,1298,2,1,2,4,11,15,1,Fully Furnished,South,1,1,1,1,1,9085000
Ameenpur,Apartment,1600,3,2,2,0,8,20,1,Semi-Furnished,South,1,0,1,1,1,7678000
Ameenpur,Apartment,1150,2,1,2,0,4,10,1,Semi-Furnished,North,0,0,1,1,1,5518000
Miyapur,Apartment,1070,2,1,2,4,9,20,1,Semi-Furnished,North,1,0,1,1,1,5348000
Ameenpur,Apartment,1150,2,1,2,0,2,20,1,Semi-Furnished,East,0,0,1,1,1,5405000
Ameenpur,Apartment,1150,2,1,2,0,7,12,1,Semi-Furnished,West,1,0,1,1,1,5405000
Miyapur,Apartment,1020,2,1,2,4,4,15,1,Semi-Furnished,East,1,0,1,1,1,4896000
Miyapur,Apartment,1020,2,1,2,4,9,24,1,Semi-Furnished,East,1,0,1,1,1,4896000
Miyapur,Apartment,1070,2,1,2,4,8,10,1,Semi-Furnished,West,1,0,1,1,1,5136000
Miyapur,Apartment,1070,2,1,2,4,18,24,1,Semi-Furnished,East,1,0,1,1,1,5136000
Miyapur,Apartment,1070,2,1,2,4,12,15,1,Semi-Furnished,East,0,0,1,1,1,5136000
Ameenpur,Apartment,1150,2,1,2,0,1,15,1,Semi-Furnished,East,0,0,1,1,1,5175000
Ameenpur,Apartment,1150,2,1,2,0,7,10,1,Semi-Furnished,East,1,0,1,1,1,5518000
Miyapur,Apartment,1070,2,1,2,4,2,7,1,Semi-Furnished,East,0,0,1,1,1,5348000
Ameenpur,Apartment,1150,2,1,2,0,13,20,1,Semi-Furnished,North-West,1,0,1,1,1,5518000
Miyapur,Apartment,1070,2,1,2,4,5,10,1,Semi-Furnished,East,0,0,1,1,1,5348000
Miyapur,Apartment,1190,2,1,2,0,4,12,1,Semi-Furnished,North,0,0,1,1,1,5593000
Miyapur,Apartment,1070,2,1,2,0,11,12,1,Semi-Furnished,East,1,0,1,1,1,5029000
Gaddi Annaram,Independent Floor,1000,2,1,2,4,0,1,0,Semi-Furnished,North-East,1,0,1,1,0,5000000
Falaknuma,Independent Floor,1000,2,1,2,4,0,1,0,Semi-Furnished,East,1,0,1,1,0,5100000
Himayat Nagar,Apartment,1000,2,1,2,4,15,20,1,Semi-Furnished,North-West,1,0,1,1,1,5500000
Ameenpur,Apartment,1150,2,1,2,0,6,7,1,Semi-Furnished,North,1,0,1,1,1,5405000
Ameenpur,Apartment,1150,2,1,2,0,1,7,1,Semi-Furnished,East,0,0,1,1,1,5405000
Ameenpur,Apartment,1150,2,1,2,0,9,20,1,Semi-Furnished,North-East,0,0,1,1,1,5405000
Ameenpur,Apartment,1150,2,1,2,0,6,12,1,Semi-Furnished,North,1,0,1,1,1,5405000
Ameenpur,Independent House,1250,2,1,2,0,0,2,1,Fully Furnished,East,1,1,1,1,0,16000000
Ameenpur,Independent House,1250,2,1,2,0,1,2,1,Fully Furnished,South,1,0,1,1,0,16000000
Ameenpur,Independent House,1250,2,1,2,0,1,2,1,Fully Furnished,North-East,0,1,1,1,0,16000000
Ameenpur,Independent House,1250,2,1,2,0,1,2,1,Fully Furnished,North,0,0,1,1,0,16000000
Ameenpur,Independent House,1250,2,1,2,0,1,2,1,Fully Furnished,West,0,0,1,1,0,16000000
Ameenpur,Independent House,1250,2,1,2,0,1,2,1,Fully Furnished,South,1,1,1,1,0,16000000
Ameenpur,Independent House,1250,2,1,2,0,1,3,1,Fully Furnished,South,1,1,1,1,0,16000000
Ameenpur,Independent House,1250,2,1,2,0,1,3,1,Fully Furnished,North-East,0,1,1,1,0,16000000
Ameenpur,Independent House,1250,2,1,2,0,1,3,1,Fully Furnished,South,0,0,1,1,0,16000000
Ameenpur,Apartment,1150,2,1,2,0,3,12,1,Semi-Furnished,East,0,0,1,1,1,5405000
Ameenpur,Apartment,1150,2,1,2,0,8,10,1,Semi-Furnished,North-East,1,0,1,1,1,5405000
Ameenpur,Apartment,1150,2,1,2,0,1,10,1,Semi-Furnished,East,1,0,1,1,1,5405000
Ameenpur,Apartment,1150,2,1,2,0,3,7,1,Semi-Furnished,East,1,0,1,1,1,5405000
Ameenpur,Apartment,1150,2,1,2,0,11,15,1,Semi-Furnished,North,1,0,1,1,1,5405000
Ameenpur,Apartment,1150,2,1,2,0,6,12,1,Semi-Furnished,North,0,0,1,1,1,5405000
Ameenpur,Apartment,1600,3,2,2,0,4,7,1,Semi-Furnished,East,1,0,1,1,1,7678000
Ameenpur,Independent House,1250,2,1,2,0,0,2,1,Fully Furnished,South,1,0,1,1,0,16000000
Aminpur,Independent House,1250,2,1,2,0,1,3,1,Fully Furnished,West,0,1,1,1,0,16000000
Ameenpur,Independent House,1250,2,1,2,0,1,2,1,Fully Furnished,West,1,1,1,1,0,16000000
Ameenpur,Independent House,1250,2,1,2,0,1,3,1,Fully Furnished,South,1,1,1,1,0,16000000
Ameenpur,Independent House,1250,2,1,2,0,0,2,1,Fully Furnished,West,0,0,1,1,0,16000000
Ameenpur,Independent House,1250,2,1,2,0,0,1,1,Fully Furnished,East,0,0,1,1,0,16000000
Ameenpur,Apartment,1150,2,1,2,0,3,12,1,Semi-Furnished,East,1,0,1,1,1,5405000
Ameenpur,Independent House,1250,2,1,2,0,0,1,1,Fully Furnished,North-West,1,1,1,1,0,16000000
Aminpur,Independent House,1250,2,1,2,0,1,3,1,Fully Furnished,East,0,1,1,1,0,16000000
Aminpur,Independent House,1250,2,1,2,0,1,3,1,Fully Furnished,West,0,0,1,1,0,16000000
Ameenpur,Independent House,1250,2,1,2,0,1,3,1,Fully Furnished,North,1,1,1,1,0,16000000
Ameenpur,Apartment,1150,2,1,2,0,2,20,1,Semi-Furnished,North,0,0,1,1,1,5405000
Ameenpur,Apartment,1150,2,1,2,0,11,15,1,Semi-Furnished,East,0,0,1,1,1,5405000
Ameenpur,Apartment,1250,2,1,2,0,2,12,1,Semi-Furnished,North,1,0,1,1,1,5405000
Ameenpur,Apartment,1150,2,1,2,0,8,24,1,Semi-Furnished,West,0,0,1,1,1,5405000
Ameenpur,Independent House,1440,4,3,2,0,0,2,1,Fully Furnished,North-West,0,1,1,1,0,16500000
Miyapur,Apartment,1070,2,1,2,0,4,12,1,Semi-Furnished,East,0,0,1,1,1,5029000
Ameenpur,Independent House,1250,4,3,2,0,0,2,1,Fully Furnished,West,0,0,1,1,0,16500000
Miyapur,Apartment,1070,2,1,2,4,7,15,1,Semi-Furnished,West,1,0,1,1,1,5348000
Aminpur,Apartment,1150,2,1,2,0,4,15,1,Semi-Furnished,West,1,0,1,1,1,5518000
Tukkuguda,Villa,2560,3,2,2,0,1,3,2,Fully Furnished,North,1,1,1,1,0,16600000
Mallampet,Villa,2950,5,4,2,0,1,2,2,Fully Furnished,East,1,1,1,1,0,17600000
Yapral,Villa,2210,4,3,2,0,1,3,2,Fully Furnished,East,1,1,1,1,0,165000000
Medchal,Villa,3875,3,2,2,0,0,1,2,Fully Furnished,South,1,1,1,1,0,30900000
Ranga Reddy,Villa,2290,4,3,2,0,1,3,2,Fully Furnished,North,1,1,1,1,0,14100000
Bandlaguda Jagir,Villa,3083,4,3,2,4,0,2,2,Fully Furnished,West,1,1,1,1,0,33900000
Beeramguda,Villa,1800,3,2,2,0,1,3,2,Fully Furnished,East,1,1,1,1,0,14800000
Shamirpet,Villa,2938,3,2,2,0,1,2,2,Fully Furnished,East,1,1,1,1,0,17600000
Srisailam Highway,Villa,1998,4,3,2,0,0,1,2,Fully Furnished,East,1,1,1,1,0,29800000
Ameenpur,Apartment,1150,2,1,2,0,8,10,1,Semi-Furnished,East,0,0,1,1,1,5748000
Ameenpur,Apartment,1150,2,1,2,0,8,20,1,Semi-Furnished,North,0,0,1,1,1,5748000
Ameenpur,Apartment,1150,2,1,2,0,5,20,1,Semi-Furnished,North-East,0,0,1,1,1,5748000
Ameenpur,Apartment,1150,2,1,2,0,3,10,1,Semi-Furnished,East,0,0,1,1,1,5748000
Ameenpur,Apartment,1150,2,1,2,0,13,20,1,Semi-Furnished,West,1,0,1,1,1,5748000
Ameenpur,Apartment,1150,2,1,2,0,1,7,1,Semi-Furnished,East,1,0,1,1,1,5748000
Ameenpur,Independent House,1250,2,1,2,0,1,3,1,Semi-Furnished,West,0,0,1,1,0,5748000
Ameenpur,Independent House,1250,2,1,2,0,0,1,1,Fully Furnished,East,0,0,1,1,0,16000000
Ameenpur,Independent House,1250,2,1,2,0,1,2,1,Fully Furnished,North-East,0,0,1,1,0,16000000
Ameenpur,Independent House,1250,2,1,2,0,0,2,1,Fully Furnished,North,1,1,1,1,0,16000000
Ameenpur,Independent House,1150,2,1,2,0,0,1,1,Fully Furnished,North-West,1,0,1,1,0,16000000
Ameenpur,Independent House,1250,2,1,2,0,0,1,1,Fully Furnished,North-East,1,0,1,1,0,16000000
Tellapur,Villa,3600,4,3,2,0,0,2,2,Fully Furnished,West,1,1,1,1,0,24000000
Ameenpur,Independent House,1250,2,1,2,0,1,2,1,Fully Furnished,North,0,1,1,1,0,16000000
Ameenpur,Independent House,1250,2,1,2,0,1,2,1,Fully Furnished,East,0,1,1,1,0,16000000
Ameenpur,Independent House,1250,2,1,2,0,0,1,1,Fully Furnished,West,1,1,1,1,0,16000000
Aminpur,Independent House,1250,2,1,2,0,0,1,1,Fully Furnished,North-East,1,0,1,1,0,16000000
Ameenpur,Independent House,1250,2,1,2,0,1,3,1,Fully Furnished,East,1,1,1,1,0,16000000
Ameenpur,Independent House,1250,2,1,2,0,0,2,1,Fully Furnished,North-East,1,0,1,1,0,16000000
Ameenpur,Independent House,1250,2,1,2,0,0,2,1,Fully Furnished,West,1,0,1,1,0,16000000
Ameenpur,Independent House,1250,2,1,2,0,0,2,1,Fully Furnished,North-East,1,0,1,1,0,16000000
Ameenpur,Apartment,1150,2,1,2,0,2,12,1,Semi-Furnished,North-West,1,0,1,1,1,5405000
Ameenpur,Independent House,1250,2,1,2,0,1,2,1,Fully Furnished,North,0,0,1,1,0,16000000
Aminpur,Independent House,1250,2,1,2,0,1,2,1,Fully Furnished,North,0,0,1,1,0,16000000
Aminpur,Independent House,1250,2,1,2,0,1,3,1,Fully Furnished,West,0,0,1,1,0,16000000
Ameenpur,Independent House,1250,2,1,2,0,0,2,1,Fully Furnished,North-East,1,1,1,1,0,16000000
Ameenpur,Apartment,1150,2,1,2,0,2,7,1,Semi-Furnished,North-West,1,0,1,1,1,5405000
Ameenpur,Apartment,1150,2,1,2,0,9,20,1,Semi-Furnished,South,0,0,1,1,1,5405000
Ameenpur,Apartment,1250,2,1,2,0,2,5,1,Semi-Furnished,North,0,0,1,1,1,5405000
Ameenpur,Apartment,1150,2,1,2,0,22,24,1,Semi-Furnished,North,0,0,1,1,1,5405000
Ameenpur,Apartment,1150,2,1,2,0,13,20,1,Semi-Furnished,North-East,1,0,1,1,1,5518000
Dlf Cyber City,Apartment,1150,2,1,2,4,4,10,1,Fully Furnished,North,1,1,1,1,1,8100000
Dk Enclave,Apartment,1090,2,1,2,4,11,12,1,Semi-Furnished,South,1,0,1,1,1,5800000
Dk Road,Apartment,1000,2,1,2,4,5,12,1,Semi-Furnished,North,0,0,1,1,1,5100000
Digwal,Apartment,900,2,1,2,4,10,12,1,Semi-Furnished,East,0,0,1,1,1,4900000
Diamond Point Road,Apartment,800,2,1,2,4,13,20,1,Semi-Furnished,West,1,0,1,1,1,5600000
Diamond Hill Colony,Apartment,1000,2,1,2,4,7,12,1,Semi-Furnished,West,1,0,1,1,1,6900000
Miyapur,Apartment,1070,2,1,2,4,14,20,1,Semi-Furnished,East,0,0,1,1,1,5134000
Ameenpur,Apartment,1600,3,2,2,0,10,15,1,Semi-Furnished,North,0,0,1,1,1,7678000
Ameenpur,Apartment,1150,2,1,2,0,18,20,1,Semi-Furnished,East,0,0,1,1,1,5518000
Ameenpur,Apartment,1150,2,1,2,0,8,10,1,Semi-Furnished,West,0,0,1,1,1,5518000
Miyapur,Apartment,1070,2,1,2,4,3,10,1,Semi-Furnished,South,0,0,1,1,1,5348000
Ameenpur,Apartment,1150,2,1,2,0,9,12,1,Semi-Furnished,North-West,1,0,1,1,1,5748000
Ameenpur,Apartment,1150,2,1,2,0,10,12,1,Semi-Furnished,South,0,0,1,1,1,5748000
Ameenpur,Apartment,1150,2,1,2,0,5,20,1,Semi-Furnished,North-West,0,0,1,1,1,5748000
Ameenpur,Apartment,1150,2,1,2,0,8,12,1,Semi-Furnished,South,0,0,1,1,1,5748000
Rajendra Nagar,Villa,4910,5,4,2,4,0,2,2,Fully Furnished,East,1,1,1,1,0,73600000
Ameenpur,Apartment,1150,2,1,2,0,4,5,1,Semi-Furnished,North,0,0,1,1,1,5748000
Shamirpet,Villa,2938,3,2,2,0,1,2,2,Fully Furnished,South,1,1,1,1,0,13600000
Turkayamjal,Villa,3915,4,3,2,0,1,3,2,Fully Furnished,West,1,1,1,1,0,32600000
Ameenpur,Apartment,1150,2,1,2,0,3,15,1,Semi-Furnished,East,0,0,1,1,1,5748000
Ameenpur,Apartment,1150,2,1,2,0,1,12,1,Semi-Furnished,South,1,0,1,1,1,5748000
Ameenpur,Apartment,1150,2,1,2,0,8,12,1,Semi-Furnished,East,1,0,1,1,1,5748000
Meerkhanpet,Apartment,1150,2,1,2,0,5,10,1,Semi-Furnished,North,0,0,1,1,1,5748000
Ameenpur,Apartment,1150,2,1,2,0,5,12,1,Semi-Furnished,East,1,0,1,1,1,5748000
Ameenpur,Apartment,1150,2,1,2,0,9,15,1,Semi-Furnished,North,0,0,1,1,1,5748000
Ameenpur,Apartment,1150,2,1,2,0,6,12,1,Semi-Furnished,North,1,0,1,1,1,5748000
Ameenpur,Apartment,1150,2,1,2,0,9,12,1,Semi-Furnished,East,0,0,1,1,1,5748000
Ameenpur,Apartment,1150,2,1,2,0,7,24,1,Semi-Furnished,West,0,0,1,1,1,5748000
Ameenpur,Apartment,1150,2,1,2,0,5,10,1,Semi-Furnished,North,1,0,1,1,1,5748000
Ameenpur,Apartment,1150,2,1,2,0,3,10,1,Semi-Furnished,North-East,0,0,1,1,1,5748000
Ameenpur,Apartment,1150,2,1,2,0,15,20,1,Fully Furnished,North-East,1,1,1,1,1,57400000
Ameenpur,Apartment,1150,2,1,2,0,6,10,1,Semi-Furnished,North,0,0,1,1,1,5748000
Ameenpur,Apartment,1150,2,1,2,0,4,15,1,Semi-Furnished,South,0,0,1,1,1,5748000
Ameenpur,Apartment,1150,2,1,2,0,5,15,1,Semi-Furnished,West,0,0,1,1,1,5748000
Ameenpur,Apartment,1150,2,1,2,0,10,15,1,Semi-Furnished,West,0,0,1,1,1,5748000
Ameenpur,Apartment,1150,2,1,2,0,5,10,1,Semi-Furnished,East,1,0,1,1,1,5748000
Ameenpur,Apartment,1150,2,1,2,0,11,15,1,Semi-Furnished,North,1,0,1,1,1,5748000
